evaluation,n,accuracy,precision,recall,f1,true_positive,true_negative,false_positive,false_negative
Klassisches ML gegen blinde Dozierendenreferenz,90,0.9333333333333333,0.7272727272727273,0.7272727272727273,0.7272727272727273,8,76,3,3
